Date,Region,Category,Supplier,Warehouse,Order Status,Units Sold,Inventory Level,Transportation Cost,Order Accuracy,Lead Time (Days),Backorder,Cost of Goods Sold (COGS),Average Inventory,Warehouse Capacity
26-10-2022,North,Clothing,Supplier D,Warehouse 1,Pending,740,3264,13693.71,True,19,False,19465.45,1883.54,9341
16-02-2022,North,Accessories,Supplier D,Warehouse 3,Fulfilled,879,3157,7969.29,True,21,False,100252.75,1792.94,9645
06-06-2020,East,Furniture,Supplier A,Warehouse 1,Fulfilled,672,2111,5401.38,True,8,False,26006.46,3451.2,5683
26-02-2023,West,Clothing,Supplier C,Warehouse 3,Fulfilled,725,3334,5486.2,True,24,False,28913.11,2423.58,7274
26-07-2024,North,Electronics,Supplier C,Warehouse 2,Fulfilled,360,4245,12897.81,True,29,False,8928.08,4459.65,8978
05-09-2024,South,Electronics,Supplier C,Warehouse 1,Fulfilled,688,1237,10585.64,False,17,False,39824.67,2384.87,6229
26-07-2020,South,Electronics,Supplier B,Warehouse 1,Pending,375,1092,12009.32,True,28,False,87282.52,2225.56,5314
29-05-2022,North,Electronics,Supplier B,Warehouse 1,Fulfilled,750,4750,4809.13,True,4,False,83965.72,4290.29,6263
06-03-2023,East,Clothing,Supplier A,Warehouse 3,Fulfilled,420,2580,8976.4,True,23,False,32050.31,2801.29,9211
21-11-2024,South,Clothing,Supplier D,Warehouse 1,Pending,1126,2870,13236.19,True,25,False,55590.01,4200.82,5544
21-07-2020,South,Electronics,Supplier A,Warehouse 1,Fulfilled,788,1192,14668.56,True,11,False,108784.11,1428.12,5652
17-02-2022,North,Furniture,Supplier C,Warehouse 3,Fulfilled,433,622,10100.02,True,18,False,32853.57,1544.68,5524
14-10-2023,North,Furniture,Supplier C,Warehouse 1,Pending,311,2865,8956.86,True,16,False,38331.17,3168.84,7501
19-11-2023,West,Electronics,Supplier D,Warehouse 2,Fulfilled,586,2573,10814.3,True,25,False,48057.99,2253.48,5035
21-08-2022,South,Furniture,Supplier A,Warehouse 3,Pending,377,290,2426.68,True,23,False,27301.31,268.29,9044
14-01-2024,South,Clothing,Supplier C,Warehouse 2,Fulfilled,821,3543,3650.54,True,29,True,60766.82,2046.7,6415
14-01-2023,East,Clothing,Supplier C,Warehouse 1,Fulfilled,586,2692,2147.2,True,6,False,87003.63,3654.01,8663
01-09-2023,North,Furniture,Supplier A,Warehouse 3,Fulfilled,579,500,1690.11,True,15,False,61598.18,1341.76,5781
25-02-2022,East,Electronics,Supplier A,Warehouse 3,Fulfilled,242,2922,957.21,True,12,False,6965.84,3756.54,5746
04-02-2024,North,Electronics,Supplier A,Warehouse 3,Fulfilled,104,200,1679.96,False,4,False,9221.46,2070.89,8437
20-10-2022,North,Clothing,Supplier D,Warehouse 1,Fulfilled,269,1336,11796.38,True,23,False,22355.12,2057.25,8745
20-01-2024,North,Clothing,Supplier B,Warehouse 2,Fulfilled,489,4238,15051.17,True,6,False,76975.46,2093.36,8231
11-02-2023,East,Accessories,Supplier B,Warehouse 3,Fulfilled,142,1154,9437.61,True,29,False,14014.89,1012.98,5658
23-10-2022,East,Electronics,Supplier D,Warehouse 2,Fulfilled,717,1920,7383.6,True,29,False,50878.21,1618.94,5162
14-07-2024,West,Accessories,Supplier C,Warehouse 3,Fulfilled,311,2590,1927.21,True,10,False,29472.26,1580.1,6849
24-05-2023,West,Electronics,Supplier D,Warehouse 1,Fulfilled,445,310,5621.7,True,29,False,50519.51,220.89,9044
27-05-2024,East,Electronics,Supplier B,Warehouse 3,Fulfilled,334,2257,12199.78,True,22,False,11233.42,1623.3,5823
21-12-2022,East,Furniture,Supplier B,Warehouse 3,Fulfilled,67,2316,13757.1,True,7,True,3767.84,2898.56,5711
03-09-2023,South,Electronics,Supplier C,Warehouse 3,Fulfilled,639,4194,5944.2,True,25,False,71895.36,2941.28,7356
31-12-2024,East,Accessories,Supplier D,Warehouse 3,Fulfilled,1018,1357,4941.37,True,11,False,104247.39,2922.12,6561
04-06-2023,North,Clothing,Supplier A,Warehouse 1,Fulfilled,280,276,7767.52,True,4,False,12837.43,1996.28,9049
26-03-2024,South,Furniture,Supplier D,Warehouse 3,Canceled,877,1290,15785.92,True,14,False,173776.96,2395.23,7207
21-05-2020,South,Furniture,Supplier D,Warehouse 2,Canceled,518,664,7122.14,True,9,False,36135.52,2092.73,8109
05-05-2022,West,Furniture,Supplier B,Warehouse 2,Fulfilled,1018,2668,3232.61,True,12,False,31830.83,3720.17,8913
29-09-2024,East,Accessories,Supplier D,Warehouse 1,Fulfilled,311,308,11495.08,True,15,False,73836.28,1013.18,7786
29-11-2022,North,Clothing,Supplier B,Warehouse 1,Fulfilled,686,5067,3192.6,True,26,False,93222.43,4563.47,6210
10-05-2020,East,Accessories,Supplier A,Warehouse 2,Fulfilled,64,4060,10479.31,True,3,False,7358.59,3064.94,6145
01-05-2022,West,Electronics,Supplier B,Warehouse 1,Pending,934,3592,7205.42,True,5,True,121541.02,2158.76,7770
07-02-2024,East,Clothing,Supplier D,Warehouse 3,Fulfilled,1040,4638,11778.35,True,26,False,132858.34,2844.53,6121
28-06-2022,South,Electronics,Supplier D,Warehouse 2,Fulfilled,616,2845,7522.36,True,19,False,62454.43,1885.26,5570
18-11-2023,North,Electronics,Supplier A,Warehouse 1,Fulfilled,715,1862,11278.02,True,20,False,43749.96,2391.77,9887
29-08-2023,South,Electronics,Supplier C,Warehouse 1,Fulfilled,436,742,3539.51,True,20,False,71576.94,2269.15,6022
14-12-2022,East,Clothing,Supplier A,Warehouse 3,Fulfilled,306,2588,6237.36,True,27,False,34397.35,2026.29,5002
30-06-2023,North,Clothing,Supplier B,Warehouse 1,Canceled,562,3529,5001.89,True,23,False,78274.15,2419.2,6515
20-01-2024,North,Clothing,Supplier B,Warehouse 2,Fulfilled,419,3523,16177.25,True,3,False,79503.92,2112.8,8231
25-06-2024,South,Clothing,Supplier C,Warehouse 3,Fulfilled,425,1120,12436.77,True,28,False,11060.88,3003.18,6933
15-10-2024,North,Electronics,Supplier B,Warehouse 1,Fulfilled,927,242,10589.57,True,6,False,37577.48,1901.81,8170
08-05-2023,North,Electronics,Supplier A,Warehouse 3,Canceled,984,3219,1386.58,True,17,False,74243.34,2946.8,6192
30-04-2020,West,Clothing,Supplier D,Warehouse 2,Fulfilled,837,2455,2750.83,True,9,False,23637.19,3740.34,8953
05-01-2023,East,Electronics,Supplier C,Warehouse 2,Pending,460,4810,13217.49,True,28,False,57571.53,3845.76,8820
22-02-2022,East,Electronics,Supplier A,Warehouse 1,Fulfilled,763,453,10031.36,True,19,False,111667.37,2375.66,8284
24-12-2024,North,Furniture,Supplier C,Warehouse 2,Fulfilled,179,2236,14220.8,True,11,False,8162.64,3203.53,8832
11-05-2023,West,Clothing,Supplier B,Warehouse 2,Fulfilled,377,4060,2059.12,True,10,False,56755.91,2086.93,5760
13-11-2024,East,Electronics,Supplier D,Warehouse 1,Pending,277,1953,3943.64,True,26,False,25931.56,3741.58,5366
21-07-2020,South,Electronics,Supplier A,Warehouse 1,Fulfilled,872,1235,14161.87,True,7,False,108621.18,1296.85,5652
20-05-2023,North,Clothing,Supplier C,Warehouse 3,Pending,538,3419,8809.07,True,13,False,64718.95,4195.9,6197
24-06-2022,North,Accessories,Supplier D,Warehouse 1,Fulfilled,88,3646,2654.19,False,25,False,11063.62,2032.01,5766
04-12-2024,West,Electronics,Supplier B,Warehouse 2,Pending,462,4509,14288.71,True,17,False,33512.0,4643.43,6084
16-07-2022,East,Clothing,Supplier B,Warehouse 3,Fulfilled,911,3005,3676.25,True,23,False,71418.67,3784.6,7905
17-03-2022,North,Furniture,Supplier C,Warehouse 2,Pending,1036,2864,4041.39,True,6,False,162225.07,3340.51,7394
16-08-2024,West,Furniture,Supplier B,Warehouse 2,Fulfilled,796,3140,8446.73,True,6,False,131930.74,3760.31,5591
19-03-2023,West,Furniture,Supplier D,Warehouse 1,Fulfilled,500,1271,2513.97,True,7,False,51759.24,1736.87,8112
15-05-2024,East,Electronics,Supplier B,Warehouse 1,Fulfilled,461,381,2709.81,True,15,True,53719.19,585.16,6755
27-07-2023,West,Electronics,Supplier A,Warehouse 3,Fulfilled,229,2134,10792.34,True,31,False,14134.7,1535.19,8621
02-03-2023,East,Furniture,Supplier D,Warehouse 2,Fulfilled,62,1747,4122.55,True,20,False,8739.06,2754.91,9577
27-03-2022,West,Electronics,Supplier A,Warehouse 3,Pending,188,358,6204.24,True,11,False,28388.03,1981.08,9152
28-05-2022,West,Electronics,Supplier C,Warehouse 3,Fulfilled,75,3741,12988.59,True,9,False,2419.79,3760.45,6217
08-08-2023,East,Electronics,Supplier C,Warehouse 3,Fulfilled,270,2095,5785.0,True,1,False,19782.73,1944.82,8585
30-09-2023,West,Electronics,Supplier B,Warehouse 2,Pending,312,1866,581.05,True,9,False,21775.92,1801.18,7033
16-01-2023,North,Electronics,Supplier B,Warehouse 2,Fulfilled,434,3848,8812.24,True,10,False,86336.76,2835.61,6711
23-01-2022,South,Electronics,Supplier B,Warehouse 3,Fulfilled,67,423,10371.94,True,9,False,2016.91,1443.2,8898
01-05-2020,West,Clothing,Supplier D,Warehouse 2,Fulfilled,760,4259,8495.92,True,24,True,122734.08,2731.31,7941
26-09-2024,South,Accessories,Supplier D,Warehouse 3,Fulfilled,74,2642,2180.44,True,9,False,7575.98,2952.43,6393
22-09-2024,North,Clothing,Supplier C,Warehouse 1,Fulfilled,922,1484,4647.14,True,28,False,62757.96,2667.73,9572
29-05-2024,South,Clothing,Supplier A,Warehouse 1,Fulfilled,220,3885,1321.99,True,12,False,8614.63,3397.54,8875
28-07-2024,East,Furniture,Supplier A,Warehouse 2,Fulfilled,427,3141,1721.46,True,28,False,10191.43,3127.86,9639
13-12-2023,East,Accessories,Supplier A,Warehouse 3,Fulfilled,484,304,5654.35,True,8,False,100428.45,1753.08,5069
27-08-2023,East,Accessories,Supplier B,Warehouse 1,Fulfilled,316,3236,9462.21,True,23,False,49974.91,3894.49,7498
19-02-2022,East,Clothing,Supplier B,Warehouse 1,Fulfilled,822,2712,8468.5,True,22,False,96240.16,1644.2,8138
11-12-2024,East,Accessories,Supplier A,Warehouse 2,Pending,861,2743,5896.51,True,7,False,41687.14,2233.98,7301
20-02-2024,North,Furniture,Supplier D,Warehouse 3,Fulfilled,547,251,15236.4,True,15,False,122054.06,1146.93,6683
14-03-2023,North,Furniture,Supplier C,Warehouse 3,Pending,244,1424,5749.87,True,4,False,23214.08,1366.04,9321
21-05-2022,East,Accessories,Supplier A,Warehouse 3,Fulfilled,664,3639,13228.99,True,21,False,104183.86,3025.03,6229
01-01-2023,East,Electronics,Supplier A,Warehouse 1,Fulfilled,622,3469,14534.03,True,15,False,116562.96,1597.71,7314
18-05-2023,North,Clothing,Supplier B,Warehouse 3,Fulfilled,219,4930,15065.98,True,13,False,12670.25,2880.03,8478
17-03-2024,West,Electronics,Supplier A,Warehouse 3,Fulfilled,210,1187,6050.15,True,20,False,36198.14,756.49,7845
24-10-2024,North,Furniture,Supplier D,Warehouse 3,Fulfilled,928,1520,10681.35,True,18,False,71648.1,2308.68,5355
07-10-2023,South,Accessories,Supplier C,Warehouse 2,Pending,291,2469,4234.91,True,31,True,34219.75,3457.96,5743
30-10-2022,North,Furniture,Supplier C,Warehouse 1,Fulfilled,603,630,1233.83,True,20,False,125257.84,2819.15,7376
06-11-2024,North,Accessories,Supplier D,Warehouse 2,Fulfilled,1089,4119,16869.4,True,3,False,57303.61,3242.46,7880
08-01-2024,South,Clothing,Supplier D,Warehouse 1,Fulfilled,759,3061,7103.83,True,12,False,60927.13,2511.83,8806
25-10-2023,East,Accessories,Supplier D,Warehouse 3,Canceled,787,3535,3272.23,True,17,True,89383.18,2425.08,5560
19-05-2020,North,Accessories,Supplier A,Warehouse 2,Pending,133,3339,4236.47,True,11,False,7170.33,2858.5,8555
30-05-2024,East,Accessories,Supplier A,Warehouse 3,Pending,418,2521,10483.71,True,1,False,83893.19,3420.48,6048
03-05-2020,South,Clothing,Supplier C,Warehouse 3,Canceled,725,274,6455.32,True,6,False,44305.38,2088.04,9397
04-08-2022,North,Accessories,Supplier D,Warehouse 3,Fulfilled,786,3277,2901.85,True,25,True,140156.45,2514.69,9369
19-11-2024,East,Furniture,Supplier D,Warehouse 3,Fulfilled,968,960,771.03,True,3,False,101839.22,2518.51,6829
22-10-2022,North,Furniture,Supplier C,Warehouse 3,Fulfilled,158,2640,13190.28,True,21,False,14112.41,2516.85,5807
30-06-2024,North,Accessories,Supplier A,Warehouse 3,Fulfilled,844,649,4257.1,True,27,False,112998.66,1357.53,5524
17-08-2023,North,Clothing,Supplier B,Warehouse 3,Fulfilled,150,2976,1422.77,True,20,False,29543.5,4079.02,5641
30-12-2024,West,Furniture,Supplier D,Warehouse 2,Fulfilled,224,4678,7969.35,True,18,False,5821.72,4212.54,6855
03-02-2023,South,Electronics,Supplier C,Warehouse 1,Pending,555,1951,10564.22,True,11,False,14428.17,2497.4,9549
26-03-2023,East,Furniture,Supplier C,Warehouse 3,Fulfilled,868,3151,14028.15,False,14,False,79261.02,4025.58,8631
02-01-2024,South,Electronics,Supplier B,Warehouse 2,Fulfilled,886,1883,15631.28,True,27,False,107921.61,2324.34,5905
18-04-2024,West,Electronics,Supplier D,Warehouse 2,Fulfilled,528,3110,4203.69,True,7,False,81151.61,1706.03,5349
13-12-2023,East,Accessories,Supplier A,Warehouse 3,Fulfilled,567,298,4885.85,True,8,False,96712.58,1782.65,5069
03-06-2020,North,Accessories,Supplier D,Warehouse 1,Fulfilled,830,3714,11784.35,True,19,False,71397.74,2228.41,5467
17-09-2024,South,Electronics,Supplier C,Warehouse 2,Fulfilled,161,1448,10749.76,False,16,False,6976.95,2208.36,7907
21-02-2023,South,Clothing,Supplier D,Warehouse 1,Fulfilled,756,2102,4136.86,True,8,False,25618.77,3233.42,7558
14-02-2022,South,Electronics,Supplier D,Warehouse 3,Canceled,75,3679,10801.67,True,9,False,6389.46,2210.35,8484
28-07-2022,North,Clothing,Supplier B,Warehouse 1,Fulfilled,473,4386,3970.97,True,7,True,65932.15,3949.19,7970
22-09-2024,North,Clothing,Supplier C,Warehouse 1,Fulfilled,769,1556,5009.87,True,26,False,61897.24,2889.07,9572
19-07-2022,West,Furniture,Supplier D,Warehouse 2,Pending,1097,3642,1462.09,True,16,True,123084.56,3185.05,8978
02-06-2024,West,Clothing,Supplier D,Warehouse 2,Fulfilled,267,3061,13158.47,True,12,False,70920.89,3042.62,5359
29-12-2023,North,Accessories,Supplier C,Warehouse 1,Fulfilled,180,280,14611.47,False,29,False,23229.02,2048.01,5781
03-05-2023,South,Electronics,Supplier D,Warehouse 3,Fulfilled,195,1947,9927.48,True,6,False,41883.31,1346.35,9578
17-07-2023,West,Furniture,Supplier A,Warehouse 1,Pending,408,1826,15811.26,True,28,False,69740.74,1741.35,6393
05-12-2022,South,Clothing,Supplier D,Warehouse 3,Fulfilled,543,1950,7796.19,True,2,False,20938.12,1092.39,6244
10-08-2024,East,Accessories,Supplier C,Warehouse 2,Canceled,1070,246,9326.09,True,22,False,139365.5,1401.61,6658
27-07-2023,West,Electronics,Supplier A,Warehouse 3,Fulfilled,239,2467,9698.83,True,30,False,12388.05,1742.44,8621
08-06-2022,South,Clothing,Supplier B,Warehouse 1,Fulfilled,422,3073,12729.24,True,5,False,58915.46,2425.33,5439
04-05-2023,East,Clothing,Supplier D,Warehouse 2,Fulfilled,435,766,12040.1,False,16,False,39936.77,1302.2,8473
16-07-2023,South,Furniture,Supplier C,Warehouse 3,Canceled,432,2021,8196.54,True,3,False,33688.46,2621.04,8019
18-04-2020,North,Accessories,Supplier C,Warehouse 2,Fulfilled,837,4464,11735.12,True,20,False,51666.62,3167.39,5828
15-03-2023,South,Furniture,Supplier D,Warehouse 1,Fulfilled,559,3575,10377.23,True,13,True,35608.4,2457.25,6641
02-03-2024,North,Electronics,Supplier B,Warehouse 3,Fulfilled,228,4226,15897.5,False,3,False,21268.98,3818.49,9384
20-11-2023,South,Electronics,Supplier C,Warehouse 2,Fulfilled,927,616,15380.77,True,24,False,52799.29,1449.15,6605
28-07-2023,South,Furniture,Supplier B,Warehouse 3,Fulfilled,209,2976,1254.15,True,24,False,7023.01,2942.82,5959
13-11-2023,East,Furniture,Supplier B,Warehouse 3,Canceled,53,1486,1832.15,True,8,True,13364.41,2256.63,5731
30-05-2020,South,Accessories,Supplier B,Warehouse 1,Fulfilled,853,511,1614.09,True,29,False,129240.03,1976.75,5179
30-11-2023,East,Electronics,Supplier D,Warehouse 2,Fulfilled,1024,2339,6590.75,True,25,False,197993.36,2420.68,6509
13-01-2024,North,Clothing,Supplier C,Warehouse 2,Fulfilled,880,355,15352.75,True,15,False,105871.42,2105.5,7675
22-09-2023,East,Furniture,Supplier B,Warehouse 1,Fulfilled,300,5228,2164.97,True,20,False,26951.68,3195.23,7138
28-06-2024,North,Clothing,Supplier D,Warehouse 2,Fulfilled,771,968,9912.27,True,25,True,95421.91,871.11,6194
13-06-2022,West,Electronics,Supplier D,Warehouse 1,Fulfilled,737,4702,11225.64,True,10,False,81572.35,4314.23,8543
22-09-2022,North,Furniture,Supplier B,Warehouse 2,Canceled,701,1989,2979.01,True,23,True,106398.92,3121.66,7339
18-07-2024,West,Electronics,Supplier B,Warehouse 3,Fulfilled,945,1252,11701.54,True,8,False,44621.98,2968.48,6139
12-03-2023,South,Clothing,Supplier D,Warehouse 2,Fulfilled,354,4637,12471.17,True,9,False,35720.3,4188.34,6483
27-06-2024,South,Furniture,Supplier C,Warehouse 3,Pending,708,750,8257.25,True,17,False,21379.67,462.4,9268
15-01-2022,East,Clothing,Supplier B,Warehouse 2,Fulfilled,442,5345,4124.0,True,14,False,22457.79,2906.15,9244
05-01-2024,East,Clothing,Supplier A,Warehouse 1,Pending,944,1968,988.05,True,16,True,89543.51,2274.68,6120
29-04-2023,West,Clothing,Supplier B,Warehouse 3,Fulfilled,225,378,15771.63,True,17,False,24686.26,2043.77,8945
04-04-2024,East,Accessories,Supplier C,Warehouse 1,Fulfilled,693,629,7216.36,True,25,False,95746.8,1606.87,6263
12-01-2022,West,Accessories,Supplier A,Warehouse 2,Pending,651,3815,9740.2,False,11,False,33561.45,3968.19,5107
14-02-2024,South,Furniture,Supplier D,Warehouse 2,Fulfilled,355,1667,11999.64,True,2,False,70667.17,1835.17,8618
19-02-2023,South,Accessories,Supplier A,Warehouse 2,Fulfilled,545,2688,4134.92,True,21,False,38947.11,2306.46,7314
07-07-2023,East,Accessories,Supplier B,Warehouse 1,Fulfilled,405,4844,5620.55,True,19,False,43918.06,3469.25,8386
29-04-2023,West,Clothing,Supplier B,Warehouse 3,Fulfilled,279,379,15599.1,True,20,False,23688.21,1987.71,8945
20-07-2024,South,Clothing,Supplier A,Warehouse 2,Fulfilled,821,4176,6711.83,False,14,False,104822.73,2114.48,6768
18-11-2024,North,Accessories,Supplier D,Warehouse 3,Fulfilled,156,4154,14862.34,True,22,False,13555.25,2306.7,5080
03-02-2024,West,Accessories,Supplier A,Warehouse 1,Fulfilled,361,3670,7373.09,True,29,False,18976.19,3549.48,6345
22-03-2023,East,Clothing,Supplier A,Warehouse 1,Fulfilled,376,4247,14892.52,True,7,False,34938.51,3389.13,5756
28-02-2023,East,Accessories,Supplier A,Warehouse 2,Fulfilled,214,2021,7649.55,True,13,False,37275.47,1050.81,7603
02-10-2024,South,Clothing,Supplier C,Warehouse 2,Fulfilled,439,371,2463.51,True,1,False,21682.92,1987.51,6675
13-12-2024,North,Clothing,Supplier B,Warehouse 1,Fulfilled,897,886,758.85,True,7,False,48339.66,2174.23,8169
31-10-2023,South,Furniture,Supplier A,Warehouse 1,Pending,530,4311,8204.33,True,15,False,42200.81,3727.77,8174
11-05-2024,East,Electronics,Supplier B,Warehouse 1,Fulfilled,781,2858,12897.75,False,8,True,82234.01,1840.2,7264
11-09-2024,East,Furniture,Supplier C,Warehouse 3,Fulfilled,830,2799,10822.91,True,14,False,123100.93,3091.33,5050
15-02-2024,East,Electronics,Supplier A,Warehouse 1,Pending,688,3181,8270.55,True,21,False,78111.79,2303.93,6683
06-12-2023,West,Electronics,Supplier B,Warehouse 1,Fulfilled,194,5306,1433.34,True,22,True,5864.98,3835.63,6383
22-05-2022,West,Electronics,Supplier C,Warehouse 1,Fulfilled,878,1845,6759.43,True,22,True,56346.1,1535.06,8292
11-04-2023,East,Furniture,Supplier B,Warehouse 2,Fulfilled,164,136,14677.47,True,20,False,40812.8,268.65,9995
18-02-2022,East,Electronics,Supplier C,Warehouse 1,Fulfilled,470,2424,12214.71,True,16,False,41263.57,2647.43,6719
23-07-2023,North,Clothing,Supplier A,Warehouse 2,Fulfilled,581,2564,3546.8,True,9,False,78740.04,1729.69,8681
01-04-2023,West,Electronics,Supplier C,Warehouse 1,Pending,760,4435,10373.32,False,6,False,124027.44,2660.78,6474
18-05-2024,West,Furniture,Supplier B,Warehouse 2,Pending,859,2403,9851.11,True,18,False,55856.64,3203.71,9887
18-04-2023,West,Accessories,Supplier B,Warehouse 3,Fulfilled,238,373,3543.6,True,16,False,36949.64,1226.33,6447
10-05-2023,West,Electronics,Supplier A,Warehouse 3,Canceled,221,164,9927.4,True,20,False,32246.24,2262.42,6810
11-07-2023,East,Clothing,Supplier B,Warehouse 2,Pending,135,1385,13472.3,True,9,False,10279.37,1939.03,8316
16-07-2020,North,Clothing,Supplier B,Warehouse 3,Fulfilled,1084,789,8757.99,False,27,False,28193.11,1510.0,8071
31-08-2023,West,Accessories,Supplier A,Warehouse 2,Fulfilled,83,2480,8240.67,True,19,False,7822.47,2626.32,9958
08-07-2023,East,Furniture,Supplier B,Warehouse 2,Fulfilled,1124,1498,5934.29,True,23,False,24117.41,3060.78,8459
14-12-2022,East,Clothing,Supplier A,Warehouse 3,Fulfilled,247,2463,6078.36,True,30,False,40538.03,1821.53,5002
16-10-2023,North,Electronics,Supplier A,Warehouse 2,Fulfilled,512,5094,7570.59,False,8,False,95295.99,2603.11,8843
23-04-2022,West,Furniture,Supplier C,Warehouse 3,Fulfilled,245,4499,1489.01,True,27,False,19764.9,4451.83,7562
27-12-2024,East,Electronics,Supplier B,Warehouse 1,Pending,845,2949,8986.35,True,10,False,89408.23,1609.97,8164
23-11-2022,West,Electronics,Supplier B,Warehouse 3,Fulfilled,329,2698,4072.76,True,20,False,7645.67,3946.82,8209
24-08-2022,East,Furniture,Supplier C,Warehouse 3,Pending,1026,4113,4598.68,True,5,True,135969.29,4143.93,8800
11-10-2024,North,Clothing,Supplier D,Warehouse 1,Fulfilled,751,907,6541.08,True,20,False,76945.03,1582.64,5641
09-09-2022,East,Furniture,Supplier B,Warehouse 3,Fulfilled,447,4755,9085.23,True,24,False,62154.19,3922.59,7987
